DE;EN;DA;ES;CS;SV;
Personalanmeldung;Register labor;-;-;-;Pesonalregistrering;
Personalart;Labor type;-;-;-;-;
Personalbedarf;Labor req.;Personalbehov;-;Plánování pracovníku;Personalbehov;
Personalbedarf eingeben;Enter labor requirement;-;-;-;Mata in personalbehov;
Personalbedarf pro Artikel/Schicht;Labor requirements/part/shift;-;manpower requirements;-;Personalbehov per vara/skift;
Personalbedarf: Einrichter;Labor requirement/setter;-;-;-;Personalbehov: inställare;
Personalbedarf: Hilfskraft;Labor requirement:assistance;-;-;-;Personalbehov: assistent;
Personalbedarf/Schicht;Labor requirement/shift;-;-;-;Personalbehov/skift;
Personaleingabe;Input labor data;Opret person;-;-;Inmatning personaldata;
Personalliste;Personnel ID list;Personaleliste;-;-;Personallista;
Personalmeldung;Labor booking;-;-;-;-;
Personalname;Labor name;-;-;-;Personalnamn;
Personalname darf nicht leer sein;Labor name should not be empty;-;-;-;Personalnamn får ej vara tomt;
Personalnr;Labor no;Personalnr.;-;-;Personalnr;
PersonalNr;Labor no;-;-;-;-;
Personalnr. eingeben;Input labor no;-;-;-;-;
Personalnummer darf nicht leer sein;Labor number should not be empty;-;-;-;Personalnumret får ej vara tomt;
Personalnummer scannen;Labor-no scan;-;-;-;Skanna personalnummer;
Personalnummer unbekannt;Labor-no unknown;-;-;-;Personalnummer okänt;
Personaltyp;Labor type;-;-;-;-;
Personalzeit;Labor time;-;-;-;Personaltid;
Personalzeit [Sek./Stück;Labor time [sec/part;-;-;-;-;
Personalzeit eingeben;Enter labor time;-;-;-;Mata in personaltid;
Personalzeiterfassung Personalanmeldung;Labor time login Labor no;-;-;-;Registrering av personaltid personal-inloggning;
Personalzuordnungen im Werkskalender;Labor assignment to plant calendar;-;-;-;Personaltillordning i verkskalendern;
Pfad;Path;;;;;
Pfad für Excelexport;Mapping for Excel export;-;-;-;Sökväg för Excel-export;
Pfade;Mappings;-;-;-;Sökvägar;
Pflichteintrag;Liability entry;-;-;-;Erforderlig inmatning;
Pheripherie;-;-;-;-;-;
Planauslastung;Plan workload;planlægge arbejde;-;-;Plan. utlastning;
Planbelegung;Plan allocation;Planbelægning;-;-;Plan. beläggning;
Planbelegungszeit;Plan allocation time;Planlagt optaget tid;-;-;Plan. beläggningstid;
Plangrafik;Graphic scheduler;plangrafik;Gráfico del plano;Grafická tabule;Plan. grafik;
Plangrafik Autorefresh;Auto-refresh graphic scheduler;Autorefresh Gantdiagram;Auto-refrescar planear gráfica;-;Plan. grafik autorefresh;
Plangrafik nur anzeigen;Scheduler graphics read only;-;-;-;Endast visa plan. grafik;
Plangrafik nur lesbar;Production Scheduler read only;-;-;-;Plan. grafik endast läsbar;
Plangrafik. Schneller Modus;Graphic scheduler fast modus;-;-;-;Plan. grafik. Snabbt läge;
PlanGrafikReport;Report production scheduler;-;-;-;Plan. grafikrapport;
Plankapazität [min;Sched.capacity [min;-;-;-;-;
Planliste;Job list;planliste;Lista del plano;Seznam stroju;Planlista;
Planliste Auswahl;Job list selection;valg af planliste;-;-;Urval planlista;
Planliste gesamt;General job list;total planliste;-;-;Planlista totalt;
Planung;Scheduler;Planlægning;Planificación;-;Planering;
Planung incl. Zeit;Scheduling incl. time;planlægning incl. tid;-;-;Planering inkl. tid;
Planungsliste;Scheduler List;planlægningsliste;-;-;Planeringslista;
Planungsliste Report;Scheduler list report;-;-;-;Planeringslista rapport;
PLZ / Ort;ZIP / City;-;-;-;PNR / ort;
Pool;Pool;-;-;-;Pool;
Poolauftrag;Pool job;Ordrepool;-;-;Pooluppdrag;
Poolaufträge;Pool jobs;-;pooljobs;-;Pooluppdrag;
Port;Port;-;-;-;Port;
Pos;Pos;-;-;-;-;
Position;Position;-;-;-;Position;
Position Bezeichnung;Position description;-;-;-;Positionsbeteckning;
Position-Nr;Pos. no;-;-;-;Positionsnr;
POSITIONBEZ;POSITIONDESC;-;-;-;POSITIONSBET;
Positionbez;Pos. descr;-;-;-;Positionsbet;
Positionen;positions;-;-;-;-;
Positionsbezeichnung;Position description;-;-;-;Positionsbeteckning;
Preform;Preform;-;-;-;-;
Preform Protokoll;Preform log;-;-;-;-;
Prio anpassen;Set prio;-;-;-;-;
Problem;Problem;problem;-;-;Problem;
Prod_BZ;Produced_RP;-;-;-;-;
PROD_GLEICH_PACK;PROD_IS_PACKED;-;-;-;PROD_GENAST_PACK;
Prod. Menge;prod. amount;-;-;-;-;
Prod. Tage;Prod. days;Prod. dag;-;-;Prod.dagar;
Produktbezeichnung;Product name;-;-;-;Produktbeteckning;
PRODUKTION;Production;-;PRODUCCÍON;-;PRODUKTION;
Produktion;Production;Produktion;-;-;Produktion;
Produktion - Grafik;Production - graphic;-;-;-;Produktion - grafik;
Produktion - Tabelle;Production - table;-;-;-;Produktion - tabell;
Produktion beenden;Finish production;-;-;-;-;
Produktion beendet;Production finished;-;-;-;-;
Produktion gerüstet;Production set up;-;-;-;-;
Produktion gestartet;Production started;-;-;-;-;
Produktion starten;Start production;-;-;-;-;
Produktions daten;Production data;-;-;-;-;
Produktions-Protokoll;Production-log;-;-;-;Produktions-protokoll;
Produktions-Statistik;Production statistics;-;-;-;-;
Produktions/Auftrags Statistik Detail;Production/Job statistics detail;-;-;-;Produktions-/uppdragsstatistik detaljer;
Produktionsdaten;Production data;-;-;-;-;
Produktionsplan;Production plan;-;-;-;Produktionsplan;
Produktionsprotokoll;Production log;Produktions log;Informe de producción;-;Produktionsprotokoll;
Produktionsstatistik;Production statistics;Produktionsstatestik;-;Statistika výroby;Produktionsstatistik;
Produktionsstatistik drucken;Print production statistics;-;-;Vytisknout statistiku výroby;Skriv ut produktionsstatistik;
Produktionsstatistik gedruckt;Production statistics printed;-;-;-;-;
Produktionstage;Production days;produktionsdage;Fase de producción;Délka výroby ve dnech;Produktionsdagar;
Produktionstage: 25  Werksplanung;Production days: 25 plant calendar;-;-;-;Produktionsdagar: 25  verksplanering;
Produktionsubersicht;Production overview;-;-;-;Produktionsöversikt;
Produktionsübersicht;Production overview;-;production overview;-;Produktionsöversikt;
Produktive Zeit;Production time;-;-;-;-;
PRODUZIERT;PRODUCED;PRODUCERET;-;-;PRODUCERAT;
Produziert;Produced;Produceret;Producido;-;Producerat;
produziert;produced;-;-;-;-;
Produziert (ges;Produced (total;-;-;-;Producerat (tot;
Produziert (Maschinenzähler;Produced (machine counter;-;-;-;-;
Produziert [Stk;Produced [pcs;-;-;-;-;
Produziert ges;Produced (total;-;-;-;Producerat tot;
Produziert gesamt;Total produced;-;-;-;-;
Produziert im Zeitraum;Produced in range;-;-;-;-;
Produziert_bz;Produced_RP;-;-;-;-;
Produzierte gleich gepackte Stückzahl;Produced = good parts;-;-;-;Producerat lika med packat stycktal;
produzierte Menge;produced parts;-;-;-;producerad mängd;
Produzierte Menge;Amount produced;-;-;-;Producerad mängd;
produzierte Menge > Sollvorgabe;Total produced > quantity;-;-;-;producerad mängd > Bör-värde;
produzierte Menge: von;Total produced: from;-;-;-;producerad mängd: från;
PRODUZIERTINT;PRODUZIERTINT;-;-;-;-;
Produziertint;Producedint;-;-;-;Produceratint;
PRODUZIERTPLUS;PRODUCEDPLUS;-;-;-;PRODUCERATPLUS;
Programbetrieb;Program operation;-;-;-;Programdrift;
Programm;Program;-;-;-;Program;
Programm Ende (Berechnet;End of program (calculated;-;-;-;Program slut (beräknat;
Programm in;Program in;-;-;-;Program i;
Programm muß beendet werden;Program must be ended;Programmet skal lukkes;-;-;Program måste avslutas;
Programm Start / Ende;Start/End of program;Programstart / ende;Inicio / Fin de programa;-;Program start / slut;
Programm war nicht gestartet;program was not running;-;-;-;-;
PROGRAMM_ENDE;PROGRAM_END;-;-;-;PROGRAM_SLUT;
Programm_Ende;End of Program;-;-;-;Program_slut;
PROGRAMM_NR;PROGRAM_NO;-;-;-;PROGRAM_NR;
Programm_Nr;Program no;-;-;-;Program_nr;
PROGRAMM_START;PROGRAM_START;-;-;-;PROGRAM_START;
Programm_Start;Start of program;-;-;-;Program_start;
Programm-Nr;Program no;Program-Nr.;El n° de programa;-;Programnr;
Programm-Nr. nicht freigegeben;Program No not released;-;-;-;-;
Programmbetrieb;Programm operation;Programdrift;-;-;Programdrift;
Programmende;End of program;Programslut;-;-;Programslut;
Programmierungsfehler;Progamming error;-;-;-;-;
Programmlaufzeit;Program running time;Progarmløbetid;-;-;Programlöptid;
Programmlaufzeit eingeben;Enter program running time;-;-;-;Mata in programlöptid;
Programmlaufzeit Statistik;Statistics on program running time;-;-;-;Programlöptid statistik;
Programmlaufzeiten;Program running time;Program-løbetid;Duración tiempo límite del programa;-;Programlöptider;
Programmnummern;Programm-ID;Programnummer;-;-;Programnummer;
Programmnummern zuweisen;Assign program-ID;-;-;-;Tillordna programnummer;
Programmoptionen;Programoptions;-;-;-;Programoptioner;
Programmstart;Start of program;Programstart;-;-;Programstart;
Projekt Nr;Project No;-;-;-;-;
Projektieren Sie Maschinen zum Drucken der Planliste;Project machine to print plan list;Projecter maskine til udskrivning af planliste;-;-;Projektera maskinen för utskrift av planlista;
Projektierte Felder;Projected fields;Projecterede felter;-;-;Projekterade fält;
Projektierte Maschinen;Projected machine;Projecterede maskiner;-;-;Projekterade maskiner;
Projektierung;Projection;Projectering;-;-;Projektering;
Promis-Nr;Promis-Nr;-;-;-;-;
Properties;Properties;-;-;-;Egenskaper;
Property CO_DataBase muß immer sein;Property CO_database must always be;-;-;-;Egenskaper CO_DataBase måste alltid vara;
Property CO_OraSession muß definiert werden;Property CO_OraSession shall be define;-;-;-;-;
Protokol löschen;Delete log file;-;-;-;Radera protokoll;
Protokoll;Log;-;-;-;-;
Protokoll Fehler;Log error;-;-;-;-;
Protokoll Kavitätsänderungen;Log cavity change;-;-;-;Protokoll kavitetförändring;
Protokoll löschen;Delete log;-;-;Protokol vymazat;Radera protokoll;
Protokoll SPC-Stichproben;protocol SPC samples;-;-;-;Protokoll SPC-stickprov;
Protokoll Taktzeit;Cycletime log;-;protocol cycletime;-;Protokoll takttid;
Protokoll verpackte Artikel;Packed log;;;;;
Protokoll Werstatteingabe;plant monitoring input log;-;-;-;Protokoll inmatning verkstad;
Protokolle;Log;Protokoller;Informes;Protokoly;Protokoller;
Protokolle automatisch löschen;Automatically delete Logs;-;-;Protokoly automaticky vymazat;Radera protokoll automatiskt;
Protokolle löschen;Delete log;-;-;-;Radera protokoll;
Prozent;Procent;-;-;-;Procent;
Prozeßdaten;Process datas;-;process data;-;Processdata;
Prozeßdaten  ~aktuelle Schicht;Process datas curr.shift;-;-;-;Processdata ~aktuellt skift;
Prozeßdaten ~Stichproben;process data samples;-;-;-;Processdata ~stickprov;
Prozeßdaten aktuelle Schicht;Process data cur. shift;-;-;-;Processdata aktuellt skift;
Prozeßdaten Stichproben;process datas samples;-;-;-;Processdata stickprov;
Prozeßdatum einfach;Process date simple;-;-;-;Processdatum enkelt;
Prozeßdatum mehrfach;Process date multiple;-;-;-;Processdatum flerfaldigt;
Prozeßfähigkeit;Process ability;-;-;-;Processbehörighet;
Prozeßfähigkeit  ~Analyse;Process abilty: analysis;-;-;-;Processbehörighet ~analys;
Prozeßfähigkeit  ~Auftrag;Process abilty: job;-;-;-;Processbehörighet ~uppdrag;
Prozeßfähigkeit  ~Schichtbezogen;Process abilty: shift datas;-;-;-;Processbehörighet ~skiftberoende;
Prozeßfähigkeit Auftrag;Process abilty:job;-;-;-;Processbehörighet uppdrag;
Prozeßfähigkeit Schicht;Process abilty: shift;-;-;-;Processbehörighet skift;
PRUEFPLAN;TEST_PLAN;-;-;-;-;
Pruefung;Test;Prøve;-;-;-;
Pruefung gebucht;Test booked;Prøve bogført;-;-;-;
Prüfdaten eingeben;Enter test data;Indtast testdata;-;-;Mata in testdata;
Prüfdatum;Check date;-;-;-;-;
prüfen;check;-;-;-;kontrollera;
Prüfen;Check;-;-;-;Kontrollera;
Prüfen = Packen;Check = Pack;-;-;-;Kontrollera = packa;
Prüfen Sie den Benutzer;Check the user;-;Compruebe el usuario;-;Kontrollera den användaren;
Prüfen Sie den Pfad und Dateinamen;Check path and file name;Overprøv path og Filenavn;Compruebe la ruta y los nombres de los datos;-;Kontrollera sökväg och filnamn;
Prüfgerät;Test mold;-;-;-;-;
Prüfmerkmal;Test feature;-;-;-;Kontrollegenskap;
Prüfmittel;Test means;-;-;-;Kontrollmedel;
Prüfplan;Test plan;-;-;-;Kontrollplan;
Prüfplan - Messwerte eingeben;Test plan - enter measurement point;-;-;-;Kontrollplan - mata in mätvärden;
Prüfplan anlegen;Set up test plan;Anlægge prøveplan;-;-;Skapa kontrollplan;
Prüfplan anzeigen / drucken;Proof plan show / print;-;-;-;-;
Prüfplan bearbeiten;Edit test plan;-;-;-;Redigera kontrollplan;
Prüfplan Bezeichnung;Designate test plan;-;-;-;Kontrollplan beteckning;
Prüfplan drucken;Print test plan;-;-;-;Skriv ut kontrollplan;
Prüfplan eingeben;Enter test plan;-;-;-;Mata in kontrollplan;
Prüfplan löschen;Delete test plan;-;-;-;Radera kontrollplan;
Prüfplan nicht vorhanden;Test plan does not exist;-;-;-;Kontrollplan existerar ej;
Prüfplan Nr;Test plan-ID;-;-;-;Kontrollplan nr;
Prüfplan wählen;Seloect test plan;-;-;-;Välj kontrollplan;
Prüfplan-Nr;Test plan No.;-;-;-;Kontrollplan-nr.;
Prüfplan-Nr. alt;Test plan No. old;-;-;-;-;
Prüfplan-Nr. eingeben;Enter test plan No.;-;-;-;Mata in kontrollplan-nr.;
Prüfplan-Nr. neu;Test Plan No new;-;-;-;-;
Prüfplan-Nr. vorhanden;Test plan no. already exists;-;-;-;Kontrollplan-nr. existerar;
Prüfplan: Auftrag-Nr;Test plan: job no;-;-;-;Kontrollplan: uppdragsnr.;
Prüfprotokoll;Testing log;Testprotokol;-;-;Kontrollprotokoll;
Prüfstation;Test station;prøvestation;-;-;Kontrollstation;
Prüfstation (Feld prüfen;Test station (Field check;-;-;-;Kontrollstation (kontrollera fält;
Prüfstation einstellen;Adjust test station;indstille prøvestation;-;-;Ställa in kontrollstation;
Prüfteil;Test part;-;-;-;Kontrollvara;
Prüfumfang;Test extent;-;-;-;Kontrollomfång;
Prüfung;Test;-;-;-;-;
Prüfung Langtext;Test long text;-;-;-;-;
Prüfwert;Test value;-;-;-;Kontrollvärde;
Prüfwerte;Test values;-;-;-;-;
PVC;PVC;-;-;-;PVC;
PZE;PTM;-;-;-;PZE;
PZE über Werkstatt mit Barcode;PZE with Plant Monitoring and Barcode;-;-;-;PZE via verkstad med streckkod;
QS;QA;KS;-;-;KS;
Qual;Qual;-;-;-;-;
QUALITAET;QUALITY;KVALITET;-;-;KVALITET;
Qualitaet;Quality;-;-;-;Kvalitet;
Qualität;Quality;Kvalitet;Calidad;-;Kvalitet;
Qualität: von;Quality. From;-;-;-;Kvalitet: från;
Qualitätssicherung;Quality assurance;Kvalitetsstyring;Dispositivo de seguridad de la calidad;-;Kvalitetsäkring;
QUARTAL;QUARTER;-;-;-;-;
Quartal;Quarter;-;-;-;Kvartal;
Quelle;Source;Kilde;-;-;Källa;
Querbearbeitung;Cross processing;-;-;-;Tvärs bearbetning;
Querformat;landscape format;-;-;-;-;
Quersäge;Cross saw;-;-;-;Tvärsåg;
Quitieren;accept;-;-;-;Bekräfta;
R - Auftrag unterbrochen;R - Job is interupted;-;-;-;R - uppdrag är avbrutet;
Rand Links;Margin left;-;-;-;-;
Rand Oben;Margin top;-;-;-;-;
Ränder;Margins;-;-;-;Kanter;
Raster;Interval;-;-;-;Intervall;
Raster [min;Interval [min;-;-;-;Intervall [min;
Reaktionszeit;Reaction time;Reaktionstid;Tiempo de reacción;-;Reaktionstid;
Reaktionszeit Stillstands buchen;book reaction downtime;-;-;-;-;
reaktivieren;reactivate;-;-;-;reaktivera;
Rechner-Nr;Computer-ID;Computer nr.;-;-;Dator-nr.;
Rechner-Nr. einfügen;Insert computer No.;-;-;-;-;
Rechner-Nr. hat keine Maschinen;Computer_ID has no machines;-;-;-;-;
Rechnername;Computer name;-;-;-;-;
Rechnernr;Computer No;-;-;-;-;
Rechts;Right;Højre;-;-;Höger;
RECORDKEY;RECORDKEY;-;-;-;RECORDKEY;
Ref_Zyklus;Reference cycle;-;-;-;-;
Referenz;Reference;-;-;-;Referens;
Refresh (sek;Refresh (sec;Refresh (sek;-;-;Aktualisera (sek;
Regionale Einstellungen;Regional settings;-;-;-;Regional inställning;
Registry Fehler;Error registry;-;-;-;-;
Rename Gruppe;Rename Group;-;-;-;Obenämn grupp;
Rep. Kosten;maint. costs;-;-;-;-;
Rep.-Anfang;Maintenance start;-;-;-;-;
Rep.-Dauer;Maintenance duration;-;-;-;-;
Rep.-Ende;Main. End;-;-;-;-;
Repa Beenden;Repair end;-;-;-;Reparation avslutad;
Repa Beginnen;Repair start;-;-;-;Reparation påbörjad;
Reparatur;Repair;Reparation;Reparación;-;Reparation;
Reparatur - Details;Repair details;Reparation - detaljer;-;-;Reparation - detaljer;
Reparatur abschliessen;Close repair;-;Concluir la reparación;-;Avsluta reparation;
Reparatur Anmeldung über Barcode;Repair Registration with Barcode;-;-;-;Reparation anmälning via streckkod;
Reparatur bearbeiten;Edit repair;-;Trabajar en la reparación;-;Bearbeta reparation;
Reparatur Datum;Repair date;-;-;-;-;
Reparatur erfolgreich abgemeldet;repair successfully signed off;-;-;-;Reparation framgångsrikt avmäld;
Reparatur vorher bearbeiten;Edit repair before;-;Trabajar anticipadamente en la reparación;-;Bearbeta reparation före;
Reparatur Zeit;Repair time;Reperationstid;-;-;Reparationstid;
REPARATUR_START_ENDE;REPAIR_START_END;-;-;-;-;
Reparatur_Start_Ende;Repair_Begin_End;-;-;-;Reparation_start_slut;
Reparaturanmeldung;Assign to repair;Reperationsoprettelse;Notificar la reparación;-;Anmälan för reparation;
Reparaturanmeldung... Start / Ende nicht def;repair registration... begin / end not def.;-;-;-;Anmälan för reparation … start / slut ej definerat;
Reparaturdaten;Maintenance datas;-;-;-;-;
Reparaturgrund;Repair reason;-;-;-;Orsak för reparation;
Reparaturkosten eingeben;Input repair costs;-;-;-;-;
Reparaturlaufzeit;Repair running time;Reperationsløbetid;-;-;Löptid för reparation;
REPARATURVERMERK ZUM WERKZEUG;REPAIR REMARK FOR MOLD;REPERATIONSNOTER TIL VÆRKTØJ;-;-;REPARATURANMÄRKNING TILL VERKTYGET;
Report;Report;Rapport;Informe;-;Rapport;
Report - Fehler;Report - fault;-;-;-;Rapport - fel;
Report (*.rpt)|*.rpt;Report (*.rpt)|*.rpt;-;-;-;Rapport (*.rpt)|*.rpt;
Report angelegt;Report created;-;-;-;-;
Report anlegen;Create report;-;-;-;-;
Report bearbeitet;Report changed;-;-;-;-;
Report eingeben;Enter report;-;-;-;-;
Report gedruckt;report printed;-;-;-;Rapport utskriven;
Report gelöscht;Report deleted;-;-;-;-;
Report löschen;Delete report;-;-;-;-;
Report nicht vorhanden;Report does not exist;-;-;-;Rapport existerar ej;
Report Parameter;Report parameter;-;-;-;-;
Report-Fehler;report-error;-;-;-;Rapport-fel;
Reporte;Reports;-;-;-;Rapporter;
Reportname eingeben;Input report name;-;-;-;-;
Reports;Reports;-;-;-;-;
Reports drucken (Zeitraum;Print reports (Range;-;-;-;-;
Reserve;Reserve;-;-;-;Reserv;
Reset;Reset;-;-;-;-;
Reset Datum zeigen;Show reset date;-;-;-;-;
Responsible;Responsible;-;-;-;Ansvarig;
Rest;Remain.;Rest;-;-;Rest;
Rest Paletten;Pallets remain;-;-;-;-;
Rest-Standzeit;Remaining lifetime;Rest holdbarhed;-;-;Rest-ståndtid;
Rest. Menge;Remaining amount;-;-;-;-;
Restart Verbindung;Restart connection;-;-;-;Återstarta förbindelse;
Restdauer;Time to go;Resttid;-;-;Resterande tid;
Restlaufzeit;Hours to go;Restløbetid;-;-;Resterande löptid;
Restlaufzeit [h:min;Hours to go [h:min;-;-;-;-;
Restmenge;Remaining amount;Restmængde;-;-;Resterande mängd;
Rezeptur;Recipe;-;-;-;Recept;
Rezeptur anzeigen;Display recipe;-;-;-;Visa recept;
Rezeptur eingeben;Enter recipe;-;-;-;Mata in recept;
Rezepturanzeige;Recipe view;-;-;-;Visa recept;
RF Schnittstelle;RF-Interface;-;-;-;RF gränssnitt;
RFImport Änderung;Change of RF import;-;-;-;RF import ändring;
Right;Right;-;-;-;Höger;
Rigth;Right;Højre;-;-;Höger;
RNR;RNO;-;-;-;RNR;
Rnr;Rno;-;-;-;Rnr;
Rohstoff-Nr;Raw material no;-;-;-;Råmaterial-nr.;
Rohstoffbedarf;Raw material requirement;-;-;-;Råmaterial-behov;
